,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
EGFR_pY1068,0.001590518,0.003608002,0.00086337,0.000617096,0.00152866,0.000890509,0.002299015,0.414574076,0.005390291,0.000687968,0.136934148,0.000602627,0.000743094,0.00067573,0.00041789,0.648516642,0.000799084,0.000674772,0.000617115,0.000927413,0.001607974,0.009896,0.063203441,0.001688344,0.000709074,0.155998925,0.578713136,0.000964404,0.001048057,0.000852674,0.834401838,0.120220516,0.011249896,0.000882251,0.023893283
EGFR_pY1173,0.00166286,0.00078225,0.000622367,0.000657488,0.011941797,0.007024039,0.00030636,0.001100624,0.000337124,0.000568722,0.000424777,0.000772318,0.001200781,0.001337573,0.000803717,0.008288762,0.000637474,0.004617284,0.000582085,0.004770762,0.000346412,0.000375296,0.226468345,0.000704551,0.000522696,0.025027988,0.004765443,0.000703538,0.000869257,0.000585583,0.001904353,0.000737402,0.000454989,0.000674514,0.00044693
ER-alpha_pS118,0.002936732,0.000923273,0.000580285,0.000684441,0.003510886,0.000941249,0.005940724,0.001319118,0.001183013,0.00063748,0.015832144,0.00061303,0.918039608,0.000657527,0.000688518,0.002307261,0.001122339,0.001046381,0.001057478,0.000811875,0.001204765,0.002350358,0.000788923,0.001013551,0.303653625,0.000662833,0.000638374,0.000765851,0.001213513,0.00067356,0.000800798,0.000919746,0.004462054,0.000742706,0.004288073
GSK3-alpha-beta_pS21_S9,0.000614328,0.00081327,0.001487628,0.000793288,0.077268309,0.002137701,0.000399316,0.000522488,0.000906988,0.001205476,0.000512853,0.002954265,0.000727635,0.000978777,0.001699813,0.000613867,0.000928069,0.006064577,0.068030265,0.023073991,0.000377124,0.000353479,0.083006776,0.00059719,0.000450454,0.000416546,0.001379672,0.002918714,0.001400712,0.001283109,0.001682444,0.000392834,0.001861658,0.003639046,0.001494849
HER2_pY1248,0.000850752,0.000781855,0.000628897,0.000651389,0.000721326,0.001400258,0.000797219,0.203868481,0.000320873,0.030657484,0.00242705,0.000584338,0.021998561,0.000695568,0.00060051,0.674865546,0.001309058,0.00121528,0.000816847,0.030617324,0.000303193,0.000390203,0.155415709,0.001022712,0.003934551,0.047049572,0.716043237,0.001072614,0.1820812,0.003823124,0.727454465,0.150695269,0.008717403,0.001537503,0.000522947
JNK_pT183_pT185,0.001067947,0.001598496,0.000589687,0.001252632,0.001322138,0.003125281,0.000939678,0.000885867,0.00162223,0.002788154,0.003342862,0.001813368,0.003139269,0.000797231,0.000379201,0.000790237,0.000620659,0.00086588,0.002139499,0.000751852,0.000529542,0.001146883,0.002333226,0.00066339,0.000625174,0.000483599,0.000890367,0.000714291,0.003760834,0.002587565,0.00118762,0.000462773,0.001434495,0.003771104,0.001198296
MAPK_pT202_Y204,0.001588369,0.001035948,0.000800786,0.00283536,0.001891653,0.045527535,0.000662522,0.013552559,0.000401772,0.008659792,0.152815237,0.05822796,0.001073878,0.001286558,0.123725006,0.001645212,0.957420136,0.253855664,0.236031906,0.005119769,0.000630661,0.000792036,0.000894298,0.001535479,0.295510038,0.001892147,0.000697276,0.001535773,0.033774197,0.000739046,0.000623848,0.005641964,0.000984719,0.001280137,0.00069317
MEK1_pS217_S221,0.000616383,0.001044812,0.000982361,0.004024619,0.002018471,0.001087312,0.000297561,0.005362017,0.000475782,0.006883957,0.049137115,0.136773747,0.000917856,0.000658673,0.004698905,0.000679043,0.230093714,0.108241244,0.003597092,0.00082752,0.000290994,0.000367153,0.000944625,0.000664604,0.000630843,0.001231778,0.001356359,0.001354637,0.009146253,0.000678129,0.000998891,0.000790557,0.000649708,0.005883804,0.01260519
mTOR_pS2448,0.994608253,5.73E-05,0.010271103,0.022510292,0.001404118,0.000497103,2.96E-05,2.54E-05,2.24E-05,0.000372408,6.07E-05,0.00095199,3.29E-05,0.000293958,0.002284239,3.10E-05,0.002097122,0.002300277,0.000123627,0.001797597,0.000149804,4.51E-05,0.000534605,0.017407746,5.31E-05,5.83E-05,0.000365801,0.007657243,0.001739596,7.54E-05,8.63E-05,3.80E-05,5.10E-05,0.001171811,3.03E-05
NF-kB-p65_pS536,0.001801371,0.002087337,0.000606623,0.00079182,0.025225038,0.000983879,0.000475524,0.000647056,0.000585971,0.001599777,0.000677102,0.001163095,0.000676185,0.000901292,0.000997645,0.000653675,0.002975028,0.025736016,0.001566684,0.637951199,0.000345209,0.001037626,0.000802866,0.000644193,0.000923409,0.000401806,0.003502656,0.00110475,0.004015389,0.000608747,0.000927327,0.000395406,0.000846244,0.000666289,0.002144036
p27_pT157,0.001016669,0.001221308,0.000768802,0.000717001,0.000809585,0.001042558,0.000429884,0.001092931,0.000781799,0.001258142,0.000521305,0.000635524,0.000726452,0.000657359,0.000342738,0.000758003,0.001041441,0.001232971,0.000603766,0.003435435,0.005186042,0.001759716,0.000792349,0.00061304,0.000565119,0.000615169,0.001369373,0.000622334,0.000890015,0.001442142,0.000804349,0.000744722,0.000628939,0.000608358,0.000607158
p27_pT198,0.001539377,0.001252727,0.000734356,0.000634945,0.000808675,0.000770045,0.000492491,0.000671138,0.000663385,0.001616144,0.000852254,0.000695073,0.000975392,0.000700595,0.000336254,0.000813666,0.000849096,0.00069508,0.000616492,0.003827402,0.002665239,0.001553722,0.000812541,0.00060991,0.000508011,0.00054663,0.000692528,0.001029024,0.000863318,0.000729668,0.000834264,0.000372205,0.000527099,0.000619411,0.001111879
p38_pT180_Y182,0.000583516,0.000822996,0.00073417,0.000728913,0.037810602,0.002653861,0.000430127,0.000501731,0.014148588,0.001062525,0.000433398,0.001548544,0.00208638,0.001104066,0.000658154,0.00099144,0.000678591,0.001389112,0.00057583,0.003136381,0.000287812,0.000347371,0.001562463,0.000583332,0.00045437,0.000384906,0.000957937,0.002437145,0.000743347,0.000640085,0.000810951,0.000420393,0.000970949,0.000823906,0.000903186
p70S6K_pT389,0.001179045,0.001796999,0.000699942,0.000721649,0.021401571,0.000964058,0.000362196,0.000583213,0.000359,0.002036139,0.000591465,0.906930944,0.000694761,0.434423669,0.001891249,0.000731673,0.010616862,0.055766488,0.986348173,0.005768052,0.000463711,0.105308265,0.002832575,0.999117414,0.000521267,0.157493958,0.002267964,0.219870388,0.023174742,0.901183155,0.00128118,0.000509492,0.000602184,0.002360216,0.000558746
p90RSK_pT359_S363,0.023125683,0.98554828,0.000678626,0.000603371,0.037067716,0.216764898,0.059095479,0.001168175,0.017761102,0.002701917,0.019588819,0.000621435,0.002317693,0.011554868,0.000335018,0.056937163,0.000489432,0.000746152,0.021621321,0.015136965,0.002392981,0.027417013,0.010139297,0.006865826,0.021834288,0.001979063,0.026187345,0.005794179,0.877045079,0.236214816,0.010380053,0.001062727,0.405248824,0.015191366,0.056267633
PDK1_pS241,0.001172663,0.001253198,0.174091502,0.114842235,0.001542091,0.000944564,0.001986472,0.018354311,0.00064947,0.041147753,0.000609173,0.000596148,0.003904095,0.001025188,0.000389968,0.001296363,0.000763635,0.00089779,0.000598708,0.001947107,0.000515365,0.000653341,0.001092374,0.205249511,0.001776676,0.000442924,0.042268937,0.00061689,0.058998583,0.003727578,0.002853256,0.000390075,0.018942094,0.000940877,0.001633148
PKC-alpha_pS657,0.010357759,0.002025983,0.000613969,0.000594095,0.043241848,0.001603601,0.00506399,0.0008916,0.001017258,0.00076666,0.008741934,0.000709703,0.002440965,0.000842061,0.000327266,0.003957898,0.000570959,0.000638265,0.001511808,0.002004506,0.002085188,0.008238172,0.025787055,0.000918009,0.006987767,0.000514294,0.014467839,0.001619905,0.003979465,0.001232304,0.001460711,0.000623897,0.007339602,0.002006018,0.017235731
PRAS40_pT246,0.000749469,0.001271799,0.000683331,0.000691605,0.068810436,0.000693157,0.000691819,0.000646749,0.001498628,0.002244875,0.001770072,0.002544156,0.000921461,0.002245077,0.005671575,0.000663277,0.000905094,0.011920794,0.009824423,0.003451308,0.000369726,0.000395131,0.088313077,0.00060681,0.000892134,0.000456524,0.000943132,0.001503038,0.00321315,0.003697301,0.000853796,0.000408981,0.003319875,0.001864853,0.002663198
Rb_pS807_S811,0.001438893,0.001405895,0.000589413,0.001080299,0.002110228,0.000822525,0.000928531,0.001080324,0.001513773,0.001791015,0.002226768,0.001336451,0.000919768,0.001303094,0.000532072,0.000767717,0.000737647,0.001358957,0.001079041,0.001035379,0.000649995,0.002039161,0.001406515,0.000664645,0.000705474,0.000422749,0.000993572,0.001290919,0.318270023,0.00269274,0.000795537,0.000390871,0.001140126,0.000806535,0.001397117
S6_pS235_S236,0.000674604,0.001230553,0.000619259,0.000696837,0.043285332,0.000777278,0.000345967,0.000579444,0.000417279,0.001386681,0.000527578,0.009968711,0.000702074,0.001622537,0.00119649,0.000633772,0.004651485,0.028623822,0.046240183,0.021053632,0.000474257,0.000331742,0.825708747,0.000664951,0.000477334,0.000478244,0.003097678,0.000818193,0.015545823,0.282179393,0.001642945,0.000479979,0.000580877,0.002084951,0.000535037
Src_pY416,0.001192092,0.002099299,0.000634177,0.000641252,0.002030088,0.000726853,0.008316712,0.000745408,0.001716463,0.002754108,0.000633388,0.000618621,0.001223493,0.000708175,0.000525301,0.000718045,0.000466755,0.000596839,0.000687886,0.000823603,0.000381229,0.000547579,0.001018908,0.000622914,0.001123173,0.000383851,0.000759092,0.000686917,0.001582685,0.00345189,0.000677799,0.000428028,0.202475924,0.001260169,0.001690376
Src_pY527,0.000613568,0.000871657,0.000593492,0.010435695,0.00177877,0.120825289,0.000939626,0.002124639,0.000366925,0.001491638,0.004451646,0.000716257,0.069549257,0.00065093,0.00044976,0.006114152,0.813570239,0.007337965,0.000809276,0.006751609,0.000281758,0.000356765,0.000716451,0.000653792,0.049086343,0.000427012,0.004324073,0.00059054,0.008159482,0.000632065,0.002193893,0.000665142,0.617610584,0.000734402,0.000527261
STAT3_pY705,0.004007433,0.002975949,0.000594921,0.001051274,0.044869834,0.000838558,0.000872973,0.000694678,0.000810655,0.002235658,0.001504639,0.000853289,0.000700073,0.00141907,0.0004103,0.000964192,0.000637051,0.001309847,0.000896917,0.000884932,0.001259373,0.003093582,0.00351345,0.000766497,0.001113882,0.0004756,0.002017618,0.001391369,0.005760723,0.003970942,0.00106701,0.000428679,0.499442247,0.000897839,0.002009998
YAP_pS127,0.000991109,0.001976599,0.000629866,0.002449753,0.132548984,0.00130051,0.001624428,0.005383507,0.000496256,0.070794549,0.002562936,0.00175946,0.08215352,0.000821406,0.013670222,0.006919808,0.000881353,0.001123821,0.00057571,0.007562143,0.000318336,0.001209286,0.001742585,0.001296298,0.00190043,0.001139323,0.005051776,0.000644038,0.0083299,0.008143861,0.003997469,0.000775059,0.233708811,0.005090313,0.003797516
YB-1_PS102,0.000731045,0.000784442,0.000645753,0.000634697,0.000815166,0.001329284,0.000522597,0.000610147,0.000349985,0.006776092,0.000460092,0.001162188,0.000527949,0.001108254,0.000354315,0.00068588,0.000453349,0.000726758,0.00153041,0.000727439,0.000312687,0.0004518,0.001226015,0.000629484,0.00051711,0.000779166,0.000600902,0.000854183,0.002750262,0.0010502,0.000621784,0.000581239,0.001495624,0.002053224,0.303919973
