,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
EGFR_pY1068,0.00113799,0.041356673,0.000568592,0.000505198,0.858198366,0.003060999,0.00039403,0.751436906,0.000542191,0.000810878,0.059383713,0.000706581,0.000940494,0.000552476,0.001685781,0.249669468,0.000652426,0.000677712,0.013534869,0.010446784,0.000921127,0.001204485,0.055035863,0.000604316,0.000493502,0.100162368,0.362014949,0.000563033,0.001086865,0.000628158,0.490109227,0.35060358,0.002258292,0.000801193,0.000749078
EGFR_pY1173,0.009833778,0.000979449,0.000566508,0.000527727,0.001193821,0.000872471,0.009747662,0.001718153,0.002596609,0.009359983,0.000557621,0.465430338,0.001128219,0.000572871,0.001884673,0.006534508,0.000961417,0.000386911,0.000441878,0.00075727,0.000852068,0.002223636,0.289445695,0.000562309,0.057703036,0.03056807,0.001356739,0.004460475,0.000662286,0.001213189,0.0043939,0.000669197,0.000423689,0.062467315,0.000823277
ER-alpha_pS118,0.001702152,0.124255597,0.000703924,0.000504509,0.074611752,0.009171325,0.00268654,0.003207967,0.108310257,0.003267984,0.317226464,0.000757371,0.406324571,0.000753137,0.005781617,0.000706236,0.004064421,0.000846443,0.001005581,0.00087002,0.000627471,0.376090905,0.006650725,0.000891165,0.144054958,0.000576308,0.000554097,0.000651477,0.000577462,0.000648079,0.000738092,0.955221082,0.00041505,0.98287941,0.000509759
GSK3-alpha-beta_pS21_S9,0.009880429,0.006167971,0.000758185,0.00050696,0.008646068,0.002542932,0.106378334,0.000157715,0.013793796,0.004070557,0.000738558,0.0035461,0.22512729,0.000599881,0.001361131,0.000770168,0.002195121,0.001779294,0.249587602,0.001409541,0.05937366,0.00097376,0.004506259,0.006144968,0.011877448,0.000333655,0.000306515,0.000628515,0.000681817,0.00064345,0.000807903,0.000796544,0.000385918,0.001148129,0.00055039
HER2_pY1248,0.001784135,0.400398382,0.000722299,0.000856533,0.00088939,0.000822651,0.000669483,0.993375262,0.000654506,0.000304441,0.008605065,0.008432408,0.001704507,0.001350732,0.054111874,0.955994929,0.001287831,0.000540786,0.028050976,0.171424892,0.993165561,0.000552254,0.657922406,0.000547479,0.000937555,0.020121284,0.689461588,0.001365562,0.181126327,0.000652845,0.55712408,0.996523204,0.002359661,0.001376063,0.001174335
JNK_pT183_pT185,0.000666272,0.008156969,0.000715187,0.000677186,0.00080608,0.002544066,0.000404656,0.000146665,0.001288794,0.000282642,0.000922035,0.001128,0.000938314,0.000542278,0.013209697,0.00365806,0.000955985,0.002184778,0.027666637,0.001775423,0.00112555,0.000428112,0.001929755,0.000778172,0.000675213,0.002381961,0.000516893,0.000659457,0.000807588,0.00075353,0.000565257,0.002412712,0.000770935,0.000469254,0.000940101
MAPK_pT202_Y204,0.000972556,0.012386415,0.000655207,0.001095084,0.00093794,0.133863793,0.00120509,0.039449403,0.003178826,0.000627178,0.083764926,0.085496361,0.003114308,0.001104224,0.864494222,0.024471777,0.993297909,0.663405128,0.550659236,0.002122835,0.000655847,0.001612773,0.00320015,0.000731045,0.7010757,0.000955652,0.013700918,0.000595331,0.015312133,0.000534362,0.001450654,0.000410056,0.001265483,0.001046881,0.000758347
MEK1_pS217_S221,0.03628319,0.036445817,0.000700413,0.000515459,0.00146546,0.001506054,0.004661179,0.002944454,0.000928873,0.007794168,0.350661963,0.216082814,0.003145626,0.000556724,0.033645494,0.018074143,0.146639432,0.551476577,0.005842877,0.000405147,0.000133731,0.000280812,0.012035258,0.000315006,0.001777897,0.000429174,0.143203763,0.000667703,0.000361727,0.000118081,0.000282702,0.000247481,0.000223778,0.000695347,0.002610717
mTOR_pS2448,0.731294021,0.000808961,0.018449556,0.00750086,0.000106762,8.90E-05,0.002653278,2.47E-05,0.000348685,3.25E-05,1.98E-05,0.014263418,0.000712219,8.22E-05,0.001385485,3.19E-05,2.16E-05,0.000455332,0.000488298,0.000167856,0.000293345,0.000351051,8.20E-05,0.322938667,0.001966138,9.40E-06,4.78E-05,0.033205108,2.57E-05,0.000210727,0.003176695,2.79E-05,0.000152541,0.066074785,1.58E-05
NF-kB-p65_pS536,0.000797353,0.000547309,0.00063435,0.001466853,0.000790416,0.002045586,0.000656958,0.000145132,0.003848382,0.000274271,0.001666697,0.005368907,0.000725642,0.001040402,0.000642691,0.000587884,0.00136996,0.000411883,0.000387598,0.997933696,0.001763876,0.000597016,0.001500522,0.009241051,0.000387206,0.000543631,0.000446552,0.001115842,0.000836125,0.001918841,0.003509748,0.00050352,0.000870231,0.00045314,0.002474593
p27_pT157,0.001144686,0.000816987,0.00054649,0.00065292,0.000705616,0.000721357,0.001360948,0.000139392,0.000655044,0.000431055,0.000777928,0.005050344,0.000631952,0.000564059,0.000767291,0.00683602,0.000756868,0.00147318,0.000585089,0.000918088,0.000845758,0.000464932,0.005633931,0.000540186,0.000924189,0.00249207,0.000311928,0.001122117,0.000724006,0.000638001,0.000770701,0.000359391,0.000337266,0.181276384,0.001045469
p27_pT198,0.000843548,0.000936976,0.000602773,0.000553443,0.857169791,0.001112387,0.00042764,0.000131462,0.00234727,0.000843491,0.000569191,0.001096513,0.002541558,0.001307653,0.001004989,0.00060025,0.001093609,0.000279081,0.001504677,0.312198474,0.000548124,0.004946104,0.000717406,0.000601868,0.001158473,0.000372722,0.002296103,0.000589245,0.001390242,0.000817214,0.000880883,0.000457444,0.008064602,0.000865488,0.000570793
p38_pT180_Y182,0.001182083,0.003738879,0.000589583,0.000964117,0.000717562,0.058565198,0.000332799,0.001189132,0.00145126,0.001235133,0.000735352,0.000776606,0.000912235,0.000578303,0.002195416,0.00350982,0.001216291,0.082375611,0.029568355,0.025247872,0.000706843,0.001085979,0.004520425,0.000843978,0.000406429,0.001049667,0.000787304,0.000598066,0.000868596,0.000554362,0.000574908,0.000501884,0.001754974,0.000303973,0.002664957
p70S6K_pT389,0.001139531,0.167830189,0.001258767,0.000570112,0.001000505,0.00103302,0.001893586,0.000358533,0.002783584,0.000349028,0.00042128,0.54296438,0.00332965,0.234572918,0.001223786,0.000741862,0.000718898,0.028227758,0.992849727,0.000663388,0.009838315,0.350570013,0.001589382,0.971356888,0.016054703,0.109478384,0.000416255,0.421644545,0.000600205,0.970637849,0.003181772,0.000336234,0.00036045,0.002375812,0.000580193
p90RSK_pT359_S363,0.004803232,0.009453939,0.00122026,0.000518144,0.001488057,0.280374501,0.002526593,0.000159901,0.003726886,0.001626004,0.00049889,0.001159146,0.004448506,0.007417491,0.001140924,0.004882483,0.000988989,0.002253315,0.041733138,0.005248336,0.000583605,0.004305852,0.000586822,0.000868835,0.006700669,0.00130701,0.088813659,0.000720194,0.144069208,0.181431119,0.001255096,0.000461362,0.00057903,0.000895228,0.000723619
PDK1_pS241,0.000704124,0.002419784,0.153955821,0.06941777,0.002768324,0.000695755,0.000293739,0.000182633,0.000510061,0.000340015,0.000426142,0.000713519,0.000761627,0.000538228,0.004258255,0.000579129,0.000754691,0.000756743,0.001221468,0.025048456,0.000539687,0.000953413,0.00051951,0.185131188,0.000756649,0.000312266,0.014132053,0.000569872,0.000940503,0.000610448,0.000639423,0.000343738,0.001646755,0.000345679,0.000824284
PKC-alpha_pS657,0.00136965,0.000535885,0.000724722,0.000735773,0.000847954,0.000710755,0.000304029,0.000999754,0.000527587,0.000274169,0.001442383,0.000675242,0.000528362,0.000885441,0.000613179,0.000783598,0.000671326,0.000605427,0.000569562,0.000554252,0.000622669,0.000531925,0.000442198,0.000557702,0.000349027,0.000423013,0.001096476,0.001076997,0.000653016,0.000576589,0.000755419,0.00042572,0.000448988,0.000420442,0.001587346
PRAS40_pT246,0.021244832,0.187056042,0.008045192,0.00080461,0.003994994,0.037313209,0.004385442,0.002355069,0.002737993,0.001363374,0.000757969,0.003838919,0.002785136,0.011304899,0.000830187,0.000702683,0.001517621,0.149557914,0.022808497,0.000827935,0.003284547,0.000681192,0.017423358,0.005344867,0.004063042,0.00032395,0.000293585,0.007087217,0.000961743,0.000570774,0.003032569,0.000382736,0.000516763,0.003181004,0.001315099
Rb_pS807_S811,0.001906448,0.001720565,0.000600287,0.000575076,0.00624136,0.001600661,0.003528871,0.000165194,0.001840172,0.000731122,0.000588683,0.001395354,0.323808793,0.000541293,0.005939067,0.007681517,0.000786661,0.005504931,0.000731986,0.027082798,0.003165657,0.00186138,0.002149759,0.001220107,0.00574448,0.002357335,0.002313229,0.000616403,0.99810894,0.000759566,0.001607063,0.000424544,0.002298997,0.001205934,0.000630494
S6_pS235_S236,0.008418961,0.046580995,0.000607899,0.00085095,0.001041908,0.002373395,0.002414719,0.000132225,0.002818978,0.000367769,0.000424277,0.001989489,0.020966218,0.004029309,0.000836119,0.000719795,0.002558985,0.16964053,0.056034192,0.00357138,0.037403669,0.001732073,0.698999306,0.000893878,0.662067506,0.000358397,0.000507385,0.005402286,0.000606244,0.260572295,0.001295699,0.000394475,0.000350897,0.001328766,0.000555668
Src_pY416,0.001702025,0.002100441,0.000560388,0.000535226,0.000714166,0.000591139,0.000379851,0.000917488,0.001039052,0.00033285,0.000535677,0.000703327,0.000607368,0.000751723,0.001746651,0.000743961,0.001707885,0.000322427,0.000537124,0.001221484,0.00073439,0.000776972,0.00163728,0.000568398,0.000542458,0.000367627,0.00041821,0.000611095,0.000566496,0.000988498,0.001770974,0.000982471,0.156754107,0.000506428,0.00050137
Src_pY527,0.001286038,0.0031328,0.000613577,0.000573605,0.000908266,0.00082026,0.000663789,0.000450754,0.00056158,0.000623916,0.000696335,0.00070484,0.001327156,0.000776337,0.000871486,0.004251078,0.000624908,0.000507895,0.002376385,0.003883108,0.000757683,0.000681821,0.001626255,0.000764107,0.000539137,0.001067281,0.001548369,0.000605573,0.000889348,0.001536619,0.000724293,0.000381684,0.114679294,0.003708787,0.000538127
STAT3_pY705,0.002824037,0.000715465,0.000952058,0.001223126,0.00093317,0.001088169,0.000304553,0.000353751,0.000530804,0.000333528,0.000486273,0.000595516,0.001403381,0.000537842,0.000698735,0.001402111,0.000870792,0.000562695,0.000464992,0.000573656,0.000625851,0.000531439,0.001521729,0.000637672,0.001587646,0.00036318,0.001186741,0.000607703,0.000564049,0.000727455,0.000607432,0.000432861,0.118605552,0.000521645,0.00051441
YAP_pS127,0.001090488,0.003435584,0.000623735,0.000607804,0.000726977,0.000937943,0.000542396,0.000269758,0.000794012,0.000285981,0.000589744,0.000927514,0.091541901,0.00099688,0.002245154,0.005299782,0.001037238,0.000493661,0.000417003,0.006001913,0.000633038,0.001383567,0.000618302,0.000886928,0.003450672,0.002673122,0.020753193,0.000603019,0.000652067,0.003230438,0.001910491,0.000868624,0.000608337,0.027233539,0.000581342
YB-1_PS102,0.003787843,0.001458186,0.000533176,0.00052715,0.008523507,0.053598521,0.001644221,0.000147376,0.001120915,0.000427497,0.000803372,0.001277413,0.049411061,0.000700141,0.053485672,0.006147907,0.001529288,0.000517656,0.000685988,0.065690664,0.001583863,0.013583847,0.006727729,0.00357901,0.001835468,0.003547173,0.001580392,0.000574205,0.004352069,0.000577491,0.001058582,0.000360373,0.003769087,0.000571375,0.999980994
