,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
p38_pT180_Y182,0.000974665,0.001081871,0.000533499,0.001148304,0.000905572,0.000401766,0.000725244,0.000667483,0.00320098,0.0013284,0.000516988,0.0004257,0.000696684,0.000832598,0.000519195,0.014355134,0.000608653,0.000678092,0.000607652,0.001649179,0.000263454,0.00071694,0.014933744,0.000753059,0.000666243,0.002952568,0.00125447,0.000641491,0.016570178,0.000629255,0.000556003,0.000627459,0.000677463,0.001569767,0.000631791
p70S6K_pT389,0.001569136,0.002153097,0.003912111,0.003009129,0.001040069,0.000683093,0.000298577,0.000612507,0.000614843,0.001018984,0.015089167,0.255108988,0.000677743,0.416966139,0.000353043,0.005338386,0.000765226,0.000516948,0.93644525,0.000568196,0.000262091,0.94638749,0.003768743,0.996826394,0.001735346,0.270395596,0.000872327,0.619640283,0.000951972,0.920713422,0.000969164,0.0005839,0.001225805,0.002768447,0.001228076
p90RSK_pT359_S363,0.000714184,0.000927377,0.000593653,0.000650877,0.005039293,0.214332528,0.001013576,0.007716476,0.00257832,0.00062423,0.00051058,0.001920419,0.237807154,0.00932157,0.000397175,0.000894108,0.001266141,0.000617648,0.027683853,0.000642289,0.000374602,0.001434241,0.000633685,0.000714022,0.007388074,0.000625499,0.000976169,0.00076673,0.335353548,0.197993019,0.00061489,0.001223778,0.002864501,0.000958538,0.001051599
PDK1_pS241,0.001128177,0.001144618,0.606860764,0.145101587,0.001116106,0.000772551,0.001025883,0.000539881,0.000686095,0.001323577,0.000457901,0.000428197,0.000532793,0.008343193,0.001232929,0.001472274,0.005462106,0.005256092,0.000573107,0.001138354,0.00026078,0.001505949,0.000577348,0.191311135,0.000755577,0.000514301,0.033432324,0.000730334,0.000599215,0.000599247,0.004584975,0.000551131,0.004384283,0.001511249,0.000796921
PKC-alpha_pS657,0.001151062,0.002885099,0.000601519,0.007402076,0.006086487,0.001139066,0.000745537,0.0006646,0.001136012,0.001835049,0.000697469,0.000396225,0.001660713,0.000768471,0.000319968,0.000696498,0.000787737,0.001951593,0.057587333,0.000805394,0.000383283,0.001422793,0.000604692,0.000634116,0.000583645,0.000517558,0.00261152,0.002295377,0.002066211,0.001323713,0.001347817,0.004172374,0.006429578,0.001352289,0.005483086
PRAS40_pT246,0.000907841,0.000980978,0.000549869,0.002401216,0.001810213,0.000429181,0.000306397,0.000603949,0.000666445,0.001342103,0.000567709,0.000441261,0.000717489,0.000643477,0.00032312,0.000647832,0.001041654,0.000519971,0.010033809,0.000635706,0.000269656,0.000573554,0.00111688,0.000667417,0.001002979,0.000485016,0.00156503,0.00058948,0.001818287,0.001161307,0.001112586,0.00186238,0.000621057,0.000811459,0.000552139
Rb_pS807_S811,0.001007967,0.004092947,0.000655119,0.001221336,0.000677794,0.000788767,0.000299997,0.025643224,0.001103326,0.000631855,0.000719191,0.000431144,0.00078442,0.000918998,0.000551471,0.008188832,0.00114758,0.000548065,0.000582873,0.000724304,0.000335057,0.001630605,0.00087461,0.00080089,0.000596955,0.000607251,0.001140611,0.001012946,0.572459576,0.000590728,0.001103501,0.000515822,0.000861404,0.000664445,0.000569015
S6_pS235_S236,0.001095478,0.001599605,0.005511947,0.000943868,0.000812422,0.000723904,0.000358752,0.00068167,0.000603324,0.001103441,0.016891115,0.001305386,0.000721424,0.0027759,0.000343429,0.002990995,0.001060574,0.000547934,0.090811168,0.00265143,0.000263723,0.002070138,0.293737935,0.000617674,0.00157072,0.000967964,0.000686195,0.0026845,0.00082035,0.288753725,0.000960385,0.00058485,0.001182282,0.001751276,0.001690201
Src_pY416,0.000989408,0.002104877,0.000651075,0.000617829,0.001179765,0.000423955,0.000275587,0.006504005,0.000912723,0.000627519,0.000572459,0.000631577,0.002115819,0.000656359,0.000342144,0.000638378,0.000593608,0.000708698,0.000628487,0.011842116,0.000314908,0.000534654,0.003979768,0.000595818,0.000940139,0.000715489,0.001421311,0.000559924,0.000605839,0.000596752,0.001033376,0.00069592,0.267934363,0.000883001,0.000736572
Src_pY527,0.001004054,0.001879627,0.000856377,0.000629041,0.002032241,0.000851219,0.000275103,0.001062549,0.005939714,0.008790497,0.014649157,0.000386796,0.000600385,0.000668031,0.000430729,0.00053294,0.000778725,0.001025931,0.001370008,0.00373929,0.000314841,0.000674879,0.000955452,0.00062665,0.001086498,0.001162591,0.007188008,0.000591986,0.001616821,0.000609052,0.000720389,0.001761912,0.372887179,0.000782116,0.001276252
STAT3_pY705,0.030932303,0.002847006,0.003701801,0.000663172,0.001952745,0.000457983,0.010995466,0.043536429,0.001710092,0.001326995,0.001657128,0.000405564,0.000738444,0.000635268,0.000569795,0.00075669,0.001819777,0.000548236,0.000605074,0.004187799,0.00036037,0.001935734,0.000722551,0.000702689,0.000945009,0.004315729,0.002212844,0.00074234,0.00100973,0.00063447,0.00059624,0.000578322,0.993064117,0.000884007,0.000569132
YAP_pS127,0.002819314,0.005974826,0.002210776,0.001092308,0.078467653,0.000764836,0.000270612,0.000651621,0.001264853,0.003142719,0.000571852,0.000419335,0.019442217,0.000670325,0.001137077,0.001560714,0.000715686,0.000702052,0.00246527,0.000658041,0.00031891,0.00064637,0.000864507,0.001022116,0.004843398,0.000494298,0.001829751,0.00064339,0.000695999,0.000606029,0.854125731,0.000687192,0.000869375,0.024104041,0.000614779
YB-1_PS102,0.000619802,0.000677882,0.000615769,0.000633012,0.000725182,0.000537983,0.000287952,0.001123523,0.000572962,0.000550773,0.003220292,0.000389853,0.001128396,0.000840385,0.000641627,0.00110641,0.000634757,0.00069563,0.00082441,0.001122291,0.000263342,0.000660582,0.001108314,0.000605322,0.000593896,0.000631201,0.000667018,0.000711307,0.000608333,0.001738864,0.009687496,0.000748898,0.00067095,0.000594718,0.939917964
